frame,time_sec,marker_id,x,y,z,rx,ry,rz
3692,61.533333,7,-4406.499164,-2664.792014,276812.102094,0.198939,3.108647,-0.359567
3693,61.550000,7,-4406.499164,-2664.792014,276812.102094,0.198939,3.108647,-0.359567
3694,61.566667,1,-9301.544921,-1940.450141,273766.669800,0.220337,3.131469,0.405740
3694,61.566667,7,-4411.371198,-2665.996268,277320.184202,0.194185,3.094642,0.378451
3695,61.583333,1,-9297.889141,-1942.503559,273656.973931,0.219406,3.141311,0.398284
3695,61.583333,7,-4451.801430,-2676.858110,278305.118001,-0.180991,-2.968082,-0.075169
3696,61.600000,1,-9301.544921,-1940.450141,273766.669800,0.220337,3.131469,0.405740
3696,61.600000,7,-4444.933168,-2715.939769,279308.746992,0.189479,2.975748,-0.050892
3697,61.616667,1,-9301.544921,-1940.450141,273766.669800,0.220337,3.131469,0.405740
3697,61.616667,7,-4467.002015,-2703.829396,280076.906217,-0.219345,-3.157124,0.163257
3698,61.633333,7,-4444.933168,-2715.939769,279308.746992,0.189479,2.975748,-0.050892
3699,61.650000,7,-4444.933168,-2715.939769,279308.746992,0.189479,2.975748,-0.050892
3700,61.666667,7,-4464.853526,-2705.426840,279954.245850,-0.219339,-3.181117,0.145166
3701,61.683333,7,-4459.871873,-2697.950806,279453.796630,-0.221846,-3.169430,0.189932
3702,61.700000,1,-9280.694304,-1939.394622,273237.731749,0.222532,3.125306,0.426624
3702,61.700000,7,-4459.871873,-2697.950806,279453.796630,-0.221846,-3.169430,0.189932
3703,61.716667,7,-4459.871873,-2697.950806,279453.796630,-0.221846,-3.169430,0.189932
3704,61.733333,1,-9280.694304,-1939.394622,273237.731749,0.222532,3.125306,0.426624
3704,61.733333,7,-4470.820688,-2709.995242,280155.059207,-0.223485,-3.199973,0.095928
3705,61.750000,7,-4411.432304,-2671.831135,277323.841285,0.194191,3.097447,0.352024
3706,61.766667,1,-9306.640743,-1949.359802,273828.567003,0.227933,3.151747,0.390328
3706,61.766667,7,-4461.651633,-2704.762430,279564.961508,-0.215713,-3.168687,0.193243
3707,61.783333,1,-9306.640743,-1949.359802,273828.567003,0.227933,3.151747,0.390328
3707,61.783333,7,-4434.154271,-2676.514648,278386.365426,0.195021,3.101077,0.323714
3708,61.800000,7,-4431.753987,-2704.586723,278130.374158,0.184856,2.947168,-0.068610
3709,61.816667,1,-9306.640743,-1949.359802,273828.567003,0.227933,3.151747,0.390328
3710,61.833333,1,-9306.640743,-1949.359802,273828.567003,0.227933,3.151747,0.390328
3710,61.833333,7,-4459.730201,-2674.597631,279612.927957,-0.183351,-3.126779,-0.201162
3711,61.850000,1,-9306.640743,-1949.359802,273828.567003,0.227933,3.151747,0.390328
3711,61.850000,7,-4459.730201,-2674.597631,279612.927957,-0.183351,-3.126779,-0.201162
3712,61.866667,1,-9306.640743,-1949.359802,273828.567003,0.227933,3.151747,0.390328
3712,61.866667,7,-4458.041256,-2676.433002,279496.406703,-0.180548,-3.107570,-0.179882
3713,61.883333,7,-4459.730201,-2674.597631,279612.927957,-0.183351,-3.126779,-0.201162
3714,61.900000,7,-4459.224309,-2677.350064,279587.534939,-0.185852,-3.141566,-0.176369
3715,61.916667,7,-4458.041256,-2676.433002,279496.406703,-0.180548,-3.107570,-0.179882
3716,61.933333,7,-4472.386269,-2678.443424,279062.094578,-0.193390,-2.998647,-0.074547
3717,61.950000,7,-4453.141401,-2665.849093,279020.490914,-0.186075,-3.127293,-0.246518
3718,61.966667,1,-9262.847935,-1939.042999,272795.955071,0.219108,3.125034,0.426694
3718,61.966667,7,-4469.384014,-2680.149068,279238.592128,-0.187768,-3.000708,-0.073412
3719,61.983333,7,-4459.730201,-2674.597631,279612.927957,-0.183351,-3.126779,-0.201162
3720,62.000000,7,-4452.398187,-2668.263705,278966.004705,-0.183601,-3.113525,-0.227444
3721,62.016667,7,-4452.398187,-2668.263705,278966.004705,-0.183601,-3.113525,-0.227444
3722,62.033333,7,-4469.384014,-2680.149068,279238.592128,-0.187768,-3.000708,-0.073412
3723,62.050000,7,-4469.384014,-2680.149068,279238.592128,-0.187768,-3.000708,-0.073412
3724,62.066667,7,-4407.072141,-2667.133956,275838.422708,-0.166374,-2.906472,-0.090156
3725,62.083333,1,-9222.442673,-1923.217954,271769.280822,0.208428,3.134662,0.466077
3725,62.083333,7,-4468.669036,-2678.196650,279978.451144,-0.183743,-3.104985,-0.177354
3726,62.100000,1,-9255.663482,-1937.569199,272580.191355,0.217225,3.144381,0.412529
3726,62.100000,7,-4469.384014,-2680.149068,279238.592128,-0.187768,-3.000708,-0.073412
3727,62.116667,7,-4469.384014,-2680.149068,279238.592128,-0.187768,-3.000708,-0.073412
3728,62.133333,7,-4460.459526,-2677.518589,278674.863589,-0.185137,-2.987529,-0.085351
3729,62.150000,7,-4460.459526,-2677.518589,278674.863589,-0.185137,-2.987529,-0.085351
3730,62.166667,1,-9259.538353,-1935.575837,272696.335619,0.218187,3.134864,0.419523
3730,62.166667,7,-4460.459526,-2677.518589,278674.863589,-0.185137,-2.987529,-0.085351
3731,62.183333,1,-9259.538353,-1935.575837,272696.335619,0.218187,3.134864,0.419523
3731,62.183333,7,-4469.384014,-2680.149068,279238.592128,-0.187768,-3.000708,-0.073412
3732,62.200000,7,-4460.578773,-2679.404716,278859.187671,-0.183480,-2.979608,-0.063144
3733,62.216667,7,-4455.206980,-2704.401754,279525.837115,-0.215682,-3.167992,0.196559
3734,62.233333,7,-4455.206980,-2704.401754,279525.837115,-0.215682,-3.167992,0.196559
3735,62.250000,7,-4472.407497,-2709.297879,280048.107613,-0.219056,-3.153171,0.166402
3736,62.266667,7,-4472.407497,-2709.297879,280048.107613,-0.219056,-3.153171,0.166402
3737,62.283333,7,-4472.407497,-2709.297879,280048.107613,-0.219056,-3.153171,0.166402
3738,62.300000,7,-4462.620706,-2702.482561,279616.919012,-0.216205,-3.150940,0.209933
3739,62.316667,7,-4477.768821,-2716.962600,280569.638671,-0.216062,-3.159006,0.115880
3740,62.333333,7,-4477.768821,-2716.962600,280569.638671,-0.216062,-3.159006,0.115880
3741,62.350000,7,-4468.649321,-2710.578372,280179.693163,-0.213218,-3.156124,0.167632
3742,62.366667,7,-4468.649321,-2710.578372,280179.693163,-0.213218,-3.156124,0.167632
3743,62.383333,1,-9183.406634,-1918.848408,270788.293790,0.214151,3.116279,0.508257
3743,62.383333,7,-4468.649321,-2710.578372,280179.693163,-0.213218,-3.156124,0.167632
3744,62.400000,7,-4473.553430,-2694.934121,279871.825709,-0.190777,-3.018371,-0.054636
3745,62.416667,7,-4422.606973,-2682.258112,278390.377112,0.194972,3.100154,0.323365
3746,62.433333,7,-4422.606973,-2682.258112,278390.377112,0.194972,3.100154,0.323365
3747,62.450000,1,-9210.033518,-1930.125062,271571.898420,0.221404,3.126699,0.472492
3747,62.450000,7,-4472.792141,-2717.460835,280624.855359,-0.216099,-3.160259,0.108136
3748,62.466667,7,-4472.792141,-2717.460835,280624.855359,-0.216099,-3.160259,0.108136
3749,62.483333,7,-4472.792141,-2717.460835,280624.855359,-0.216099,-3.160259,0.108136
3750,62.500000,7,-4463.925792,-2675.983617,280058.154783,-0.186593,-3.124964,-0.203209
3751,62.516667,7,-4439.254016,-2675.610841,277869.105090,-0.180890,-2.941345,-0.053242
3752,62.533333,1,-9248.607133,-1937.111096,272541.192253,0.222545,3.132323,0.453720
3752,62.533333,7,-4439.254016,-2675.610841,277869.105090,-0.180890,-2.941345,-0.053242
3753,62.550000,7,-4439.254016,-2675.610841,277869.105090,-0.180890,-2.941345,-0.053242
3754,62.566667,7,-4439.254016,-2675.610841,277869.105090,-0.180890,-2.941345,-0.053242
3755,62.583333,7,-4439.254016,-2675.610841,277869.105090,-0.180890,-2.941345,-0.053242
3756,62.600000,7,-4448.693358,-2676.769080,278287.319943,-0.184929,-2.959002,-0.058655
3757,62.616667,7,-4448.693358,-2676.769080,278287.319943,-0.184929,-2.959002,-0.058655
3758,62.633333,7,-4448.693358,-2676.769080,278287.319943,-0.184929,-2.959002,-0.058655
3759,62.650000,7,-4448.693358,-2676.769080,278287.319943,-0.184929,-2.959002,-0.058655
3760,62.666667,7,-4448.693358,-2676.769080,278287.319943,-0.184929,-2.959002,-0.058655
3761,62.683333,7,-4448.693358,-2676.769080,278287.319943,-0.184929,-2.959002,-0.058655
3762,62.700000,7,-4458.793490,-2711.019144,279937.872918,-0.219000,-3.176461,0.148917
3763,62.716667,7,-4458.793490,-2711.019144,279937.872918,-0.219000,-3.176461,0.148917
3764,62.733333,7,-4458.793490,-2711.019144,279937.872918,-0.219000,-3.176461,0.148917
3765,62.750000,7,-4416.563248,-2706.387137,277718.502984,0.192262,2.952950,-0.090691
3766,62.766667,1,-9231.954051,-1932.539313,272301.476927,0.212889,3.126406,0.472736
3766,62.766667,7,-4416.563248,-2706.387137,277718.502984,0.192262,2.952950,-0.090691
3767,62.783333,7,-4461.054905,-2716.918033,280274.053198,-0.217234,-3.198152,0.102426
3768,62.800000,1,-9279.841280,-1949.430294,273459.394894,0.224117,3.145021,0.412462
3768,62.800000,7,-4461.054905,-2716.918033,280274.053198,-0.217234,-3.198152,0.102426
3769,62.816667,1,-9264.275759,-1943.873663,273085.495961,0.220319,3.138327,0.433369
3769,62.816667,7,-4463.661862,-2712.269663,280182.884022,-0.201851,-3.050545,-0.058874
3770,62.833333,1,-9264.275759,-1943.873663,273085.495961,0.220319,3.138327,0.433369
3770,62.833333,7,-4463.661862,-2712.269663,280182.884022,-0.201851,-3.050545,-0.058874
3771,62.850000,1,-9264.275759,-1943.873663,273085.495961,0.220319,3.138327,0.433369
3771,62.850000,7,-4503.358120,-2754.274533,283127.331162,0.198626,3.147479,0.034935
3772,62.866667,1,-9231.954051,-1932.539313,272301.476927,0.212889,3.126406,0.472736
3772,62.866667,7,-4427.860105,-2713.759190,278794.787405,0.191003,2.953358,-0.041072
3773,62.883333,7,-4509.561067,-2759.886204,283705.763368,0.199034,3.125092,0.000709
3774,62.900000,1,-9292.824686,-1951.577103,273755.881030,0.226630,3.155090,0.405809
3774,62.900000,7,-4422.917068,-2712.629007,278672.328897,0.191938,2.940051,-0.051187
3775,62.916667,7,-4458.523014,-2710.704010,280033.835813,-0.201803,-3.029555,-0.080086
3776,62.933333,7,-4458.523014,-2710.704010,280033.835813,-0.201803,-3.029555,-0.080086
3777,62.950000,7,-4457.501124,-2716.672547,280250.201102,-0.221423,-3.230148,0.097254
3778,62.966667,7,-4462.556901,-2710.463207,280313.839151,-0.206785,-3.081095,-0.102662
3779,62.983333,7,-4457.501124,-2716.672547,280250.201102,-0.221423,-3.230148,0.097254
3780,63.000000,1,-9283.751516,-1947.438443,273576.657855,0.225067,3.135458,0.419474
3781,63.016667,1,-9267.603662,-1941.762023,273185.504625,0.221303,3.129231,0.440336
3781,63.016667,7,-4446.261050,-2706.439016,279138.195253,-0.212663,-3.149616,0.211158
3782,63.033333,7,-4446.261050,-2706.439016,279138.195253,-0.212663,-3.149616,0.211158
3783,63.050000,7,-4385.059217,-2662.597875,276390.817155,0.187500,3.091962,0.402851
3784,63.066667,1,-9267.603662,-1941.762023,273185.504625,0.221303,3.129231,0.440336
3784,63.066667,7,-4452.223685,-2714.513153,279697.225833,-0.209625,-3.154051,0.169427
3785,63.083333,7,-4389.387528,-2664.259320,276845.202369,0.190810,3.094292,0.378801
3786,63.100000,1,-9267.603662,-1941.762023,273185.504625,0.221303,3.129231,0.440336
3787,63.116667,1,-9267.603662,-1941.762023,273185.504625,0.221303,3.129231,0.440336
3788,63.133333,1,-9267.603662,-1941.762023,273185.504625,0.221303,3.129231,0.440336
3791,63.183333,7,-4428.552219,-2716.468021,278464.759939,0.189007,2.968752,-0.084871
3792,63.200000,7,-4460.515629,-2717.815081,280045.430702,-0.212835,-3.175381,0.153446
3793,63.216667,7,-4460.515629,-2717.815081,280045.430702,-0.212835,-3.175381,0.153446
3794,63.233333,7,-4460.515629,-2717.815081,280045.430702,-0.212835,-3.175381,0.153446
3795,63.250000,1,-9227.362158,-1940.072656,272166.359695,0.220441,3.129187,0.439885
3795,63.250000,7,-4410.758168,-2702.727049,278734.974544,0.179429,3.099540,-0.245096
3796,63.266667,1,-9240.032896,-1939.307839,272453.492526,0.221575,3.141419,0.446364
3796,63.266667,7,-4410.758168,-2702.727049,278734.974544,0.179429,3.099540,-0.245096
3797,63.283333,1,-9207.880542,-1939.187448,271676.904669,0.222392,3.117785,0.478237
3797,63.283333,7,-4485.981034,-2749.362698,282107.617888,0.197192,3.119059,-0.013265
3798,63.300000,1,-9207.880542,-1939.187448,271676.904669,0.222392,3.117785,0.478237
3798,63.300000,7,-4422.917068,-2712.629007,278672.328897,0.191938,2.940051,-0.051187
3799,63.316667,1,-9207.880542,-1939.187448,271676.904669,0.222392,3.117785,0.478237
3799,63.316667,7,-4422.917068,-2712.629007,278672.328897,0.191938,2.940051,-0.051187
3800,63.333333,7,-4422.917068,-2712.629007,278672.328897,0.191938,2.940051,-0.051187
3801,63.350000,1,-9207.880542,-1939.187448,271676.904669,0.222392,3.117785,0.478237
3802,63.366667,1,-9207.880542,-1939.187448,271676.904669,0.222392,3.117785,0.478237
3802,63.366667,7,-4422.917068,-2712.629007,278672.328897,0.191938,2.940051,-0.051187
3803,63.383333,1,-9207.880542,-1939.187448,271676.904669,0.222392,3.117785,0.478237
3806,63.433333,7,-4422.917068,-2712.629007,278672.328897,0.191938,2.940051,-0.051187
3807,63.450000,1,-9207.880542,-1939.187448,271676.904669,0.222392,3.117785,0.478237
3807,63.450000,7,-4422.917068,-2712.629007,278672.328897,0.191938,2.940051,-0.051187
3808,63.466667,7,-4422.917068,-2712.629007,278672.328897,0.191938,2.940051,-0.051187
3809,63.483333,7,-4393.179848,-2667.407188,275858.223444,-0.169767,-2.885263,-0.073495
3810,63.500000,7,-4439.285216,-2672.612239,279412.799106,-0.178431,-3.098836,-0.211931
3811,63.516667,7,-4439.285216,-2672.612239,279412.799106,-0.178431,-3.098836,-0.211931
3812,63.533333,7,-4393.179848,-2667.407188,275858.223444,-0.169767,-2.885263,-0.073495
3813,63.550000,1,-9243.580096,-1937.250319,272559.946823,0.222579,3.132556,0.452958
3813,63.550000,7,-4393.179848,-2667.407188,275858.223444,-0.169767,-2.885263,-0.073495
3814,63.566667,7,-4393.179848,-2667.407188,275858.223444,-0.169767,-2.885263,-0.073495
3815,63.583333,7,-4391.774586,-2668.386476,275954.130305,-0.168829,-2.893820,-0.064979
3816,63.600000,7,-4393.179848,-2667.407188,275858.223444,-0.169767,-2.885263,-0.073495
3817,63.616667,7,-4393.179848,-2667.407188,275858.223444,-0.169767,-2.885263,-0.073495
3818,63.633333,7,-4422.034767,-2713.743439,278793.976796,0.190975,2.953087,-0.039123
3819,63.650000,7,-4422.917068,-2712.629007,278672.328897,0.191938,2.940051,-0.051187
3820,63.666667,7,-4422.034767,-2713.743439,278793.976796,0.190975,2.953087,-0.039123
3821,63.683333,7,-4455.605111,-2709.713509,280092.771587,-0.219077,-3.153922,0.161952
3822,63.700000,7,-4430.340747,-2671.706487,279052.644391,-0.186337,-3.129627,-0.282916
3823,63.716667,7,-4430.340747,-2671.706487,279052.644391,-0.186337,-3.129627,-0.282916
3824,63.733333,7,-4430.340747,-2671.706487,279052.644391,-0.186337,-3.129627,-0.282916
3825,63.750000,1,-9285.892222,-1946.912829,273886.893858,0.220625,3.155143,0.406625
3826,63.766667,7,-4455.605111,-2709.713509,280092.771587,-0.219077,-3.153922,0.161952
3827,63.783333,1,-9252.833681,-1943.859828,273082.814094,0.220330,3.138364,0.433411
3827,63.783333,7,-4463.969696,-2695.130796,280200.072919,-0.195532,-3.046025,-0.077157
3828,63.800000,1,-9270.916591,-1949.866717,273532.616887,0.223737,3.138137,0.433179
3829,63.816667,1,-9270.916591,-1949.866717,273532.616887,0.223737,3.138137,0.433179
3830,63.833333,1,-9270.916591,-1949.866717,273532.616887,0.223737,3.138137,0.433179
3830,63.833333,7,-4450.198564,-2707.133963,280131.338558,-0.212897,-3.177245,0.143622
3831,63.850000,7,-4445.065103,-2699.554623,279620.031519,-0.215544,-3.167057,0.188938
3833,63.883333,7,-4445.065103,-2699.554623,279620.031519,-0.215544,-3.167057,0.188938
3834,63.900000,7,-4445.065103,-2699.554623,279620.031519,-0.215544,-3.167057,0.188938
3835,63.916667,7,-4456.697472,-2712.014070,280364.811245,-0.216779,-3.193223,0.093465
3836,63.933333,7,-4456.697472,-2712.014070,280364.811245,-0.216779,-3.193223,0.093465
3837,63.950000,1,-9272.579335,-1953.084899,273582.731906,0.225037,3.134965,0.419306
3837,63.950000,7,-4454.149234,-2705.963132,280011.050741,-0.218715,-3.173555,0.142210
3838,63.966667,7,-4454.149234,-2705.963132,280011.050741,-0.218715,-3.173555,0.142210
3839,63.983333,7,-4454.149234,-2705.963132,280011.050741,-0.218715,-3.173555,0.142210
3840,64.000000,1,-9213.182636,-1925.439920,272077.492611,0.210879,3.144407,0.460310
3841,64.016667,1,-9263.253363,-1945.551699,273303.056772,0.223215,3.155351,0.406152
3841,64.016667,7,-4447.105035,-2711.009860,279936.517346,-0.218995,-3.176434,0.148969
3843,64.050000,1,-9220.544612,-1932.525521,272298.795978,0.212900,3.126444,0.472774
3843,64.050000,7,-4447.105035,-2711.009860,279936.517346,-0.218995,-3.176434,0.148969
3844,64.066667,1,-9244.266983,-1936.971286,272916.504951,0.211614,3.123114,0.460839
3844,64.066667,7,-4447.105035,-2711.009860,279936.517346,-0.218995,-3.176434,0.148969
3845,64.083333,1,-9292.861499,-1954.045743,274095.782933,0.222872,3.141703,0.398306
3845,64.083333,7,-4447.105035,-2711.009860,279936.517346,-0.218995,-3.176434,0.148969
3846,64.100000,1,-9292.861499,-1954.045743,274095.782933,0.222872,3.141703,0.398306
3846,64.100000,7,-4447.105035,-2711.009860,279936.517346,-0.218995,-3.176434,0.148969
3848,64.133333,1,-9244.266983,-1936.971286,272916.504951,0.211614,3.123114,0.460839
3848,64.133333,7,-4447.105035,-2711.009860,279936.517346,-0.218995,-3.176434,0.148969
3849,64.150000,1,-9244.266983,-1936.971286,272916.504951,0.211614,3.123114,0.460839
3850,64.166667,1,-9244.266983,-1936.971286,272916.504951,0.211614,3.123114,0.460839
3850,64.166667,7,-4447.105035,-2711.009860,279936.517346,-0.218995,-3.176434,0.148969
3851,64.183333,1,-9228.617382,-1939.294057,272450.819075,0.221587,3.141456,0.446404
3851,64.183333,7,-4447.105035,-2711.009860,279936.517346,-0.218995,-3.176434,0.148969
3852,64.200000,1,-9228.617382,-1939.294057,272450.819075,0.221587,3.141456,0.446404
3852,64.200000,7,-4447.105035,-2711.009860,279936.517346,-0.218995,-3.176434,0.148969
3853,64.216667,7,-4447.333392,-2712.991373,280147.629337,-0.222664,-3.202448,0.134840
3854,64.233333,7,-4447.105035,-2711.009860,279936.517346,-0.218995,-3.176434,0.148969
3855,64.250000,1,-9197.510761,-1919.896335,271699.052785,0.207180,3.138275,0.478982
3856,64.266667,7,-4447.333392,-2712.991373,280147.629337,-0.222664,-3.202448,0.134840
3857,64.283333,1,-9197.510761,-1919.896335,271699.052785,0.207180,3.138275,0.478982
3857,64.283333,7,-4447.105035,-2711.009860,279936.517346,-0.218995,-3.176434,0.148969
3858,64.300000,1,-9197.510761,-1919.896335,271699.052785,0.207180,3.138275,0.478982
3858,64.300000,7,-4447.105035,-2711.009860,279936.517346,-0.218995,-3.176434,0.148969
3859,64.316667,7,-4447.105035,-2711.009860,279936.517346,-0.218995,-3.176434,0.148969
3861,64.350000,7,-4416.231636,-2713.757164,278794.196189,0.191005,2.953414,-0.041103
3862,64.366667,7,-4438.948093,-2707.787695,279595.735218,-0.215729,-3.154971,0.165205
3863,64.383333,7,-4416.231636,-2713.757164,278794.196189,0.191005,2.953414,-0.041103
3864,64.400000,7,-4416.231636,-2713.757164,278794.196189,0.191005,2.953414,-0.041103
3865,64.416667,1,-9214.466744,-1936.895524,272118.567589,0.219162,3.132369,0.452995
3865,64.416667,7,-4399.318177,-2704.264862,278108.091149,0.193553,2.920140,-0.043486
3866,64.433333,7,-4399.318177,-2704.264862,278108.091149,0.193553,2.920140,-0.043486
3867,64.450000,1,-9214.466744,-1936.895524,272118.567589,0.219162,3.132369,0.452995
3867,64.450000,7,-4399.318177,-2704.264862,278108.091149,0.193553,2.920140,-0.043486
3868,64.466667,7,-4408.079985,-2712.393362,278656.944182,0.195666,2.930542,-0.032786
3869,64.483333,1,-9214.466744,-1936.895524,272118.567589,0.219162,3.132369,0.452995
3869,64.483333,7,-4398.221013,-2705.256374,278217.023033,0.192519,2.931530,-0.031676
3870,64.500000,1,-9201.025654,-1920.755273,271804.881394,0.209802,3.132211,0.453587
3870,64.500000,7,-4450.856422,-2710.455516,280312.712921,-0.206784,-3.081061,-0.102732
3871,64.516667,1,-9201.025654,-1920.755273,271804.881394,0.209802,3.132211,0.453587
3872,64.533333,1,-9259.599370,-1939.280794,273193.785310,0.223651,3.162917,0.384605
3872,64.533333,7,-4441.958536,-2711.410480,279980.261100,-0.219027,-3.177369,0.143886
3873,64.550000,1,-9259.599370,-1939.280794,273193.785310,0.223651,3.162917,0.384605
3874,64.566667,1,-9201.025654,-1920.755273,271804.881394,0.209802,3.132211,0.453587
3874,64.566667,7,-4441.958536,-2711.410480,279980.261100,-0.219027,-3.177369,0.143886
3875,64.583333,7,-4444.061183,-2717.220353,280308.156691,-0.217296,-3.199715,0.095469
3876,64.600000,1,-9257.151029,-1941.483494,273120.668478,0.222295,3.165804,0.400297
3876,64.600000,7,-4444.061183,-2717.220353,280308.156691,-0.217296,-3.199715,0.095469
3877,64.616667,1,-9276.851506,-1946.300834,273786.525932,0.221139,3.163552,0.384348
3877,64.616667,7,-4444.061183,-2717.220353,280308.156691,-0.217296,-3.199715,0.095469
3878,64.633333,7,-4444.061183,-2717.220353,280308.156691,-0.217296,-3.199715,0.095469
3879,64.650000,7,-4444.061183,-2717.220353,280308.156691,-0.217296,-3.199715,0.095469
3880,64.666667,7,-4449.358640,-2717.442967,280622.200349,-0.216093,-3.160239,0.108268
3881,64.683333,7,-4449.358640,-2717.442967,280622.200349,-0.216093,-3.160239,0.108268
3882,64.700000,1,-9217.534798,-1940.311119,272211.148452,0.220134,3.123252,0.459698
3882,64.700000,7,-4449.358640,-2717.442967,280622.200349,-0.216093,-3.160239,0.108268
3883,64.716667,1,-9236.159332,-1944.904666,272845.815807,0.218873,3.119908,0.446696
3883,64.716667,7,-4449.358640,-2717.442967,280622.200349,-0.216093,-3.160239,0.108268
3884,64.733333,1,-9233.914109,-1946.038116,272610.285488,0.223839,3.128991,0.439704
3884,64.733333,7,-4443.910941,-2709.704689,280091.465438,-0.219072,-3.153901,0.161999
3885,64.750000,7,-4424.708877,-2677.272690,279605.355713,-0.181201,-3.116887,-0.225213
3886,64.766667,7,-4426.106091,-2677.418576,279315.704643,-0.184351,-3.097709,-0.208808
3887,64.783333,7,-4426.106091,-2677.418576,279315.704643,-0.184351,-3.097709,-0.208808
3888,64.800000,1,-9227.490770,-1934.723711,272587.779102,0.223818,3.128818,0.440490
3888,64.800000,7,-4381.109952,-2682.291658,276431.331305,-0.206567,-3.391259,0.047556
3889,64.816667,7,-4381.048421,-2670.832636,277220.917799,0.198177,3.115022,0.354951
3890,64.833333,7,-4381.048421,-2670.832636,277220.917799,0.198177,3.115022,0.354951
3891,64.850000,7,-4381.048421,-2670.832636,277220.917799,0.198177,3.115022,0.354951
3892,64.866667,1,-9194.550061,-1923.271789,271783.260171,0.216460,3.117744,0.479541
3892,64.866667,7,-4429.178259,-2681.867387,278533.770098,-0.190847,-2.987021,-0.086098
3893,64.883333,1,-9194.550061,-1923.271789,271783.260171,0.216460,3.117744,0.479541
3893,64.883333,7,-4427.855681,-2704.803754,279279.738050,-0.221346,-3.186533,0.178679
3894,64.900000,7,-4434.695471,-2709.925542,279534.182776,-0.225134,-3.199976,0.137056
3895,64.916667,1,-9194.550061,-1923.271789,271783.260171,0.216460,3.117744,0.479541
3895,64.916667,7,-4511.272495,-2757.370993,284309.509826,-0.185571,-3.116249,-0.016933
3896,64.933333,7,-4392.560187,-2685.327972,278211.168944,0.163666,2.962754,-0.048489
3897,64.950000,1,-9228.847606,-1937.865013,272628.982477,0.225084,3.125398,0.427134
3897,64.950000,7,-4511.272495,-2757.370993,284309.509826,-0.185571,-3.116249,-0.016933
3898,64.966667,1,-9228.847606,-1937.865013,272628.982477,0.225084,3.125398,0.427134
3899,64.983333,1,-9228.847606,-1937.865013,272628.982477,0.225084,3.125398,0.427134
3900,65.000000,7,-4449.358640,-2717.442967,280622.200349,-0.216093,-3.160239,0.108268
3901,65.016667,7,-4449.358640,-2717.442967,280622.200349,-0.216093,-3.160239,0.108268
3902,65.033333,1,-9238.854408,-1943.394610,273003.982048,0.220730,3.145326,0.412842
3902,65.033333,7,-4449.358640,-2717.442967,280622.200349,-0.216093,-3.160239,0.108268
3903,65.050000,1,-9238.854408,-1943.394610,273003.982048,0.220730,3.145326,0.412842
3903,65.050000,7,-4449.358640,-2717.442967,280622.200349,-0.216093,-3.160239,0.108268
3904,65.066667,1,-9238.854408,-1943.394610,273003.982048,0.220730,3.145326,0.412842
3904,65.066667,7,-4449.358640,-2717.442967,280622.200349,-0.216093,-3.160239,0.108268
3905,65.083333,1,-9238.854408,-1943.394610,273003.982048,0.220730,3.145326,0.412842
3905,65.083333,7,-4424.827856,-2683.243184,279627.838910,-0.186197,-3.146462,-0.224269
3906,65.100000,7,-4400.925214,-2710.883044,278200.542931,0.188730,2.939944,-0.050295
3907,65.116667,7,-4394.726510,-2708.917159,277987.853411,0.190537,2.947204,-0.070882
3909,65.150000,7,-4401.666793,-2693.610776,278781.276929,0.165789,2.976389,-0.035537
3910,65.166667,7,-4391.827923,-2706.311294,278845.655889,0.182717,3.063777,-0.170307
3911,65.183333,7,-4391.827923,-2706.311294,278845.655889,0.182717,3.063777,-0.170307
3912,65.200000,1,-9236.389923,-1942.966088,272930.055490,0.221088,3.151722,0.390973
3912,65.200000,7,-4391.827923,-2706.311294,278845.655889,0.182717,3.063777,-0.170307
3914,65.233333,7,-4392.560187,-2685.327972,278211.168944,0.163666,2.962754,-0.048489
3915,65.250000,1,-9251.803219,-1945.538060,273300.403905,0.223225,3.155387,0.406195
3915,65.250000,7,-4376.700482,-2671.805728,277320.146864,0.194220,3.097596,0.352094
3918,65.300000,7,-4399.030005,-2712.363266,279484.872847,0.181615,3.071919,-0.141925
3919,65.316667,1,-9240.954327,-1941.119108,273067.109537,0.222014,3.141677,0.397941
3919,65.316667,7,-4394.726510,-2708.917159,277987.853411,0.190537,2.947204,-0.070882
3920,65.333333,1,-9240.954327,-1941.119108,273067.109537,0.222014,3.141677,0.397941
3921,65.350000,7,-4394.726510,-2708.917159,277987.853411,0.190537,2.947204,-0.070882
3922,65.366667,7,-4394.080722,-2710.182222,278123.985994,0.189634,2.961188,-0.060485
3923,65.383333,7,-4391.827923,-2706.311294,278845.655889,0.182717,3.063777,-0.170307
3925,65.416667,7,-4391.827923,-2706.311294,278845.655889,0.182717,3.063777,-0.170307
3929,65.483333,1,-9243.044052,-1947.057184,273130.016407,0.221646,3.135242,0.419636
3929,65.483333,7,-4391.888868,-2708.181906,279044.467658,0.183262,3.044128,-0.156285
3930,65.500000,1,-9265.289871,-1955.863695,273952.123631,0.221964,3.151854,0.391417
3930,65.500000,7,-4404.518020,-2682.082392,278902.601154,-0.191353,-3.161570,-0.207921
3931,65.516667,7,-4420.007635,-2685.833466,279861.489152,-0.192548,-3.123886,-0.150624
3933,65.550000,7,-4416.379858,-2687.578640,279459.214012,-0.192115,-3.144646,-0.176375
3934,65.566667,7,-4416.970582,-2684.875702,279489.623515,-0.189511,-3.128677,-0.201152
